,Category,Message
3879,ham,"['what', 'you', 'need.', 'you', 'have', 'a', 'person', 'to', 'give', 'na.']"
3880,ham,"['she', 'left', 'it', 'very', 'vague.', 'she', 'just', 'said', 'she', 'would', 'inform', 'the', 'person', 'in', 'accounting', 'about', 'the', 'delayed', 'rent', 'and', 'that', 'i', 'should', 'discuss', 'with', 'the', 'housing', 'agency', 'about', 'my', 'renting', 'another', 'place.', 'but', 'checking', 'online', 'now', 'and', 'all', 'places', 'around', 'usc', 'are', '&lt;#&gt;', 'and', 'up']"
3881,ham,"['hi', 'juan.', 'im', 'coming', 'home', 'on', 'fri', 'hey.', 'of', 'course', 'i', 'expect', 'a', 'welcome', 'party', 'and', 'lots', 'of', 'presents.', 'ill', 'phone', 'u', 'when', 'i', 'get', 'back.', 'loads', 'of', 'love', 'nicky', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x']"
3882,ham,"['can', 'you', 'plz', 'tell', 'me', 'the', 'ans.', 'bslvyl', 'sent', 'via', 'website']"
3883,ham,"['short', 'but', 'cute:', '""be', 'a', 'good', 'person,', 'but', 'dont', 'try', 'to', 'prove', 'it..""', '.gud', 'noon....']"
3884,ham,"[""gumby's"", 'has', 'a', 'special', 'where', 'a', '&lt;#&gt;', '""', 'cheese', 'pizza', 'is', '$2', 'so', 'i', 'know', 'what', ""we're"", 'doin', 'tonight']"
3885,spam,"['a', 'link', 'to', 'your', 'picture', 'has', 'been', 'sent.', 'you', 'can', 'also', 'use', 'website']"
3886,ham,"['like', 'a', 'personal', 'sized', 'or', 'what']"
3887,ham,"['same,', ""i'm"", 'at', 'my', 'great', 'aunts', 'anniversary', 'party', 'in', 'tarpon', 'springs']"
3888,ham,"['cab', 'is', 'available.they', 'pick', 'up', 'and', 'drop', 'at', 'door', 'steps.']"
3889,ham,"['ok....take', 'care.umma', 'to', 'you', 'too...']"
3890,ham,"['unlimited', 'texts.', 'limited', 'minutes.']"
3891,spam,"['double', 'mins', '&', '1000', 'txts', 'on', 'orange', 'tariffs.', 'latest', 'motorola,', 'sonyericsson', '&', 'nokia', 'with', 'bluetooth', 'marketword', 'call', 'mobileupd8', 'on', 'phonenumber', 'or', 'call2optout/hf8']"
3892,ham,"['no', 'problem.', 'we', 'will', 'be', 'spending', 'a', 'lot', 'of', 'quality', 'time', 'together...']"
3893,spam,"['urgent', 'this', 'is', 'our', '2nd', 'attempt', 'to', 'contact', 'u.', 'your', '£900', 'prize', 'from', 'yesterday', 'is', 'still', 'awaiting', 'collection.', 'to', 'claim', 'call', 'now', 'phonenumber', 'acl03530150pm']"
3894,ham,"['have', 'you', 'heard', 'from', 'this', 'week?']"
3895,spam,"['dear', 'dave', 'this', 'is', 'your', 'final', 'notice', 'to', 'collect', 'your', '4*', 'tenerife', 'holiday', 'or', '#5000', 'cash', 'award!', 'call', 'phonenumber', 'from', 'landline.', 'tcs', 'sae', 'box326', 'cw25wx', '150ppm']"
3896,ham,"['yes.', 'last', 'practice']"
3897,spam,"['tells', 'u', '2', 'call', 'phonenumber', 'to', 'claim', '£5000', 'prize.', 'u', 'have', '2', 'enter', 'all', 'ur', 'mobile', '&', 'personal', 'details', '@', 'the', 'prompts.', 'careful!']"
3898,ham,"['no.', 'thank', 'you.', ""you've"", 'been', 'wonderful']"
3899,ham,"['otherwise', 'had', 'part', 'time', 'job', 'na-tuition..']"
3900,ham,"['ü', 'mean', ""it's"", 'confirmed...', 'i', 'tot', 'they', 'juz', 'say', 'oni...', 'ok', 'then...']"
3901,ham,['okie']
3902,ham,"['that', 'depends.', 'how', 'would', 'you', 'like', 'to', 'be', 'treated?', ':)']"
3903,ham,"['right', 'on', 'brah,', 'see', 'you', 'later']"
3904,ham,"['waiting', 'in', 'e', 'car', '4', 'my', 'mum', 'lor.', 'u', 'leh?', 'reach', 'home', 'already?']"
3905,spam,"['your', '2004', 'account', 'for', 'phonenumber', 'shows', '786', 'unredeemed', 'points.', 'to', 'claim', 'call', 'phonenumber', 'identifier', 'code:', 'xxxxx', 'expires', '26.03.05']"
3906,spam,"['do', 'you', 'want', 'a', 'new', 'video', 'handset?', '750', 'anytime', 'any', 'network', 'mins?', 'half', 'price', 'line', 'rental?', 'camcorder?', 'reply', 'or', 'call', 'phonenumber', 'for', 'delivery', 'tomorrow']"
3907,ham,"['went', 'fast', 'asleep', 'dear.take', 'care.']"
3908,ham,"['no', 'that', 'just', 'means', 'you', 'have', 'a', 'fat', 'head']"
3909,ham,"['sounds', 'like', 'a', 'plan!', 'cardiff', 'is', 'still', 'here', 'and', 'still', 'cold!', ""i'm"", 'sitting', 'on', 'the', 'radiator!']"
3910,ham,"['serious?', 'what', 'like', 'proper', 'tongued', 'her']"
3911,ham,"['she.s', 'good.', 'she', 'was', 'wondering', 'if', 'you', 'wont', 'say', 'hi', 'but', 'she.s', 'smiling', 'now.', 'so', 'how', 'are', 'you', 'coping', 'with', 'the', 'long', 'distance']"
3912,ham,"['how', 'i', 'noe...', ""she's"", 'in', 'da', 'car', 'now...', 'later', 'then', 'c', 'lar...', ""i'm"", 'wearing', 'shorts...']"
3913,spam,"['you', 'have', 'an', 'important', 'customer', 'service', 'announcement.', 'call', 'marketword', '0800', '542', '0825', 'now!']"
3914,ham,"['yeah', 'whatever', 'lol']"
3915,ham,"['today', 'is', 'accept', 'day..u', 'accept', 'me', 'as?', 'brother', 'sister', 'lover', 'dear1', 'best1', 'clos1', 'lvblefrnd', 'jstfrnd', 'cutefrnd', 'lifpartnr', 'belovd', 'swtheart', 'bstfrnd', 'no', 'rply', 'means', 'enemy']"
3916,ham,"['ard', '530', 'lor.', 'i', 'ok', 'then', 'message', 'ü', 'lor.']"
3917,ham,"['ok.', 'c', 'u', 'then.']"
3918,ham,"['eh', 'ur', 'laptop', 'got', 'no', 'stock', 'lei...', 'he', 'say', 'mon', 'muz', 'come', 'again', 'to', 'take', 'a', 'look', 'c', 'got', 'a', 'not...']"
3919,ham,"['no', 'need', 'to', 'ke', 'qi...', 'ü', 'too', 'bored', 'izzit', 'y', 'suddenly', 'thk', 'of', 'this...']"
3920,ham,"['i', 'wish!', 'i', ""don't"", 'think', 'its', 'gonna', 'snow', 'that', 'much.', 'but', 'it', 'will', 'be', 'more', 'than', 'those', 'flurries', 'we', 'usually', 'get', 'that', 'melt', 'before', 'they', 'hit', 'the', 'ground.', 'eek!', 'we', ""haven't"", 'had', 'snow', 'since', '&lt;#&gt;', 'before', 'i', 'was', 'even', 'born!']"
3921,spam,"['marketword', 'reply', 'real', 'or', 'poly', 'eg', 'real1', '1.', 'pushbutton', '2.', 'dontcha', '3.', 'babygoodbye', '4.', 'golddigger', '5.', 'webeburnin', '1st', 'tone', 'marketword', 'and', '6', 'more', 'when', 'u', 'join', 'for', '£3/wk']"
3922,ham,"['do', '1', 'thing!', 'change', 'that', 'sentence', 'into:', '""because', 'i', 'want', '2', 'concentrate', 'in', 'my', 'educational', 'career', 'im', 'leaving', 'here..""']"
3923,ham,"['oh', 'really?', 'perform,', 'write', 'a', 'paper,', 'go', 'to', 'a', 'movie', 'and', 'be', 'home', 'by', 'midnight,', 'huh?']"
3924,ham,"['okay', 'lor...', 'will', 'they', 'still', 'let', 'us', 'go', 'a', 'not', 'ah?', 'coz', 'they', 'will', 'not', 'know', 'until', 'later.', 'we', 'drop', 'our', 'cards', 'into', 'the', 'box', 'right?']"
3925,ham,"['how?', 'izzit', 'still', 'raining?']"
3926,ham,"['as', 'if', 'i', ""wasn't"", 'having', 'enough', 'trouble', 'sleeping.']"
3927,ham,"['i', 'havent', 'add', 'ü', 'yet', 'right..']"
3928,ham,"['lol', '...', 'i', 'really', 'need', 'to', 'remember', 'to', 'eat', 'when', ""i'm"", 'drinking', 'but', 'i', 'do', 'appreciate', 'you', 'keeping', 'me', 'company', 'that', 'night', 'babe', '*smiles*']"
3929,ham,"['babe', '?', 'i', 'lost', 'you', '...', 'will', 'you', 'try', 'rebooting', '?']"
3930,ham,"['yes.', 'nigh', 'you', 'cant', 'aha.']"
3931,ham,"['i', 'thk', 'ü', 'gotta', 'go', 'home', 'by', 'urself.', 'cos', ""i'll"", 'b', 'going', 'out', 'shopping', '4', 'my', 'frens', 'present.']"
3932,ham,"['nooooooo', ""i'm"", 'gonna', 'be', 'bored', 'to', 'death', 'all', 'day.', 'cable', 'and', 'internet', 'outage.']"
3933,ham,"['sos!', 'any', 'amount', 'i', 'can', 'get', 'pls.']"
3934,ham,"['playin', 'space', 'poker,', 'u?']"
3935,ham,"['how', 'come', 'guoyang', 'go', 'n', 'tell', 'her?', 'then', 'u', 'told', 'her?']"
3936,ham,"['you', 'need', 'to', 'get', 'up.', 'now.']"
3937,ham,"['they', 'r', 'giving', 'a', 'second', 'marketword', 'to', 'rahul', 'dengra.']"
3938,ham,"['yeah,', 'in', 'fact', 'he', 'just', 'asked', 'if', 'we', 'needed', 'anything', 'like', 'an', 'hour', 'ago.', 'when', 'and', 'how', 'much?']"
3939,ham,"['when', 'the', 'first', 'strike', 'is', 'a', 'red', 'one.', 'the', 'bird', '+', 'antelope', 'begin', 'toplay', 'in', 'the', 'fieldof', 'selfindependence', 'believe', 'this', '+', 'the', 'flower', 'of', 'contention', 'will', 'grow.random!']"
3940,ham,"['y', 'ü', 'wan', 'to', 'go', 'there?', 'c', 'doctor?']"
3941,ham,"['does', 'daddy', 'have', 'a', 'bb', 'now.']"
3942,spam,"['marketword', 'msg:', 'get', 'gnarls', 'barkleys', '""crazy""', 'ringtone', 'totally', 'marketword', 'just', 'reply', 'go', 'to', 'this', 'message', 'right', 'now!']"
3943,ham,"[""she's"", 'borderline', 'but', 'yeah', 'whatever.']"
3944,ham,"['i', 'got', 'a', 'call', 'from', 'a', 'landline', 'number.', '.', '.', 'i', 'am', 'asked', 'to', 'come', 'to', 'anna', 'nagar', '.', '.', '.', 'i', 'will', 'go', 'in', 'the', 'afternoon']"
3945,ham,"['until', '545', 'lor...', 'ya,', 'can', 'go', '4', 'dinner', 'together...']"
3946,ham,"['i', 'will', 'be', 'gentle', 'princess!', 'we', 'will', 'make', 'sweet', 'gentle', 'love...']"
3947,ham,"['how', 'u', 'doin', 'baby', 'girl', '??', 'hope', 'u', 'are', 'okay', 'every', 'time', 'i', 'call', 'ure', 'phone', 'is', 'off!', 'i', 'miss', 'u', 'get', 'in', 'touch']"
3948,ham,"['sorry,', 'went', 'to', 'bed', 'early,', 'nightnight']"
3949,ham,"['i', 'like', 'to', 'think', ""there's"", 'always', 'the', 'possibility', 'of', 'being', 'in', 'a', 'pub', 'later.']"
3950,ham,"['hmm', 'yeah', 'if', 'your', 'not', 'too', 'grooved', 'out!', 'and', 'im', 'looking', 'forward', 'to', 'my', 'pound', 'special', ':)']"
3951,ham,"['i', 'got', 'to', 'video', 'tape', 'pple', 'type', 'in', 'message', 'lor.', 'u', 'so', 'marketword', 'wan', '2', 'help', 'me?', 'hee...', 'cos', 'i', 'noe', 'u', 'wan', '2', 'watch', 'infernal', 'affairs', 'so', 'ask', 'u', 'along.', 'asking', 'shuhui', 'oso.']"
3952,ham,"['hi', 'dude', 'hw', 'r', 'u', 'da', 'realy', 'mising', 'u', 'today']"
3953,ham,"['me', 'hungry', 'buy', 'some', 'food', 'good', 'lei...', 'but', 'mum', 'n', 'yun', 'dun', 'wan', 'juz', 'buy', 'a', 'little', 'bit...']"
3954,spam,"['refused', 'a', 'loan?', 'secured', 'or', 'unsecured?', ""can't"", 'get', 'credit?', 'call', 'marketword', 'now', '0800', '195', '6669', 'or', 'text', 'back', ""'help'"", '&', 'we', 'will!']"
3955,ham,"['i', 'probably', ""won't"", 'eat', 'at', 'all', 'today.', 'i', 'think', ""i'm"", 'gonna', 'pop.', 'how', 'was', 'your', 'weekend?', 'did', 'u', 'miss', 'me?']"
3956,ham,"['i', 'knew', 'it...', 'u', 'slept', 'v', 'late', 'yest?', 'wake', 'up', 'so', 'late...']"
3957,ham,"['haha...', 'dont', 'be', 'angry', 'with', 'yourself...', 'take', 'it', 'as', 'a', 'practice', 'for', 'the', 'real', 'thing.', '=)']"
3958,ham,"['where', 'is', 'that', 'one', 'day', 'training:-)']"
3959,ham,"['so', 'i', 'could', 'kiss', 'and', 'feel', 'you', 'next', 'to', 'me...']"
3960,ham,"['have', 'a', 'nice', 'day', 'my', 'dear.']"
3961,ham,"['i', 'sent', 'lanre', ""fakeye's"", 'eckankar', 'details', 'to', 'the', 'mail', 'box']"
3962,ham,"['your', 'dad', 'is', 'back', 'in', 'ph?']"
3963,spam,"['you', 'have', 'been', 'specially', 'selected', 'to', 'receive', 'a', '""3000', 'award!', 'call', 'phonenumber', 'before', 'the', 'lines', 'close.', 'cost', '10ppm.', '16+.', 't&cs', 'apply.', 'ag', 'promo']"
3964,ham,"['if', 'you', 'ask', 'her', 'or', 'she', 'say', 'any', 'please', 'message.']"
3965,ham,"['if', 'e', 'timing', 'can,', 'then', 'i', 'go', 'w', 'u', 'lor...']"
3966,ham,"['love', 'you', 'aathi..love', 'u', 'lot..']"
3967,ham,"['i', 'was', 'just', 'callin', 'to', 'say', 'hi.', 'take', 'care', 'bruv!']"
3968,spam,"['you', 'have', 'won!', 'as', 'a', 'valued', 'vodafone', 'customer', 'our', 'computer', 'has', 'picked', 'you', 'to', 'win', 'a', '£150', 'prize.', 'to', 'collect', 'is', 'easy.', 'just', 'call', 'phonenumber']"
3969,ham,"['did', 'u', 'turn', 'on', 'the', 'heater?', 'the', 'heater', 'was', 'on', 'and', 'set', 'to', '&lt;#&gt;', 'degrees.']"
3970,ham,"['thanks', 'for', 'your', 'message.', 'i', 'really', 'appreciate', 'your', 'sacrifice.', ""i'm"", 'not', 'sure', 'of', 'the', 'process', 'of', 'direct', 'pay', 'but', 'will', 'find', 'out', 'on', 'my', 'way', 'back', 'from', 'the', 'test', 'tomorrow.', ""i'm"", 'in', 'class', 'now.', 'do', 'have', 'a', 'wonderful', 'day.']"
3971,ham,"[""that's"", 'the', 'trouble', 'with', 'classes', 'that', 'go', 'well', '-', ""you're"", 'due', 'a', 'dodgey', 'one', '…', 'expecting', 'mine', 'tomo!', 'see', 'you', 'for', 'recovery,', 'same', 'time,', 'same', 'place']"
3972,spam,"['marketword', 'video', 'camera', 'phones', 'with', 'half', 'price', 'line', 'rental', 'for', '12', 'mths', 'and', '500', 'cross', 'ntwk', 'mins', '100', 'txts.', 'call', 'mobileupd8', 'phonenumber', 'or', 'call2optout/674&']"
3973,ham,"['wot', 'u', 'up', '2', 'j?']"
3974,ham,"['night', 'night,', 'see', 'you', 'tomorrow']"
3975,ham,"['roger', 'that.', 'we‘re', 'probably', 'going', 'to', 'rem', 'in', 'about', '20']"
3976,ham,"['do', 'u', 'think', 'that', 'any', 'girl', 'will', 'propose', 'u', 'today', 'by', 'seing', 'ur', 'bloody', 'funky', 'shit', 'fucking', 'face...............asssssholeeee................']"
3977,ham,"['i', 'wish', 'u', 'were', 'here.', 'i', 'feel', 'so', 'alone']"
3978,spam,"['great', 'new', 'offer', '-', 'double', 'mins', '&', 'double', 'txt', 'on', 'best', 'orange', 'tariffs', 'and', 'get', 'latest', 'camera', 'phones', '4', 'marketword', 'call', 'mobileupd8', 'marketword', 'on', 'phonenumber', 'now!', 'or', '2stoptxt', 't&cs']"
3979,ham,"['reason', 'is', 'if', 'the', 'team', 'budget', 'is', 'available', 'at', 'last', 'they', 'buy', 'the', 'unsold', 'players', 'for', 'at', 'base', 'rate..']"
3980,ham,"['ceri', 'u', 'rebel!', 'sweet', 'dreamz', 'me', 'little', 'buddy!!', 'c', 'ya', '2moro!', 'who', 'needs', 'blokes']"
3981,spam,"['ringtoneking', '84484']"
3982,ham,"['huh', 'i', 'cant', 'thk', 'of', 'more', 'oredi', 'how', 'many', 'pages', 'do', 'we', 'have?']"
3983,ham,"['his', 'frens', 'go', 'then', 'he', 'in', 'lor.', 'not', 'alone', 'wif', 'my', 'mum', 'n', 'sis', 'lor.']"
3984,ham,"['nationwide', 'auto', 'centre', '(or', 'something', 'like', 'that)', 'on', 'newport', 'road.', 'i', 'liked', 'them', 'there']"
3985,ham,"['hey,', 'i', 'missed', 'you', 'tm', 'of', 'last', 'night', 'as', 'my', 'phone', 'was', 'on', 'the', 'charge', '...', '*smiles*', '...', 'i', 'am', 'meeting', 'a', 'friend', 'shortly']"
3986,ham,"['whatever,', 'juliana.', 'do', 'whatever', 'you', 'want.']"
3987,ham,"['friendship', 'is', 'not', 'a', 'game', 'to', 'play,', 'it', 'is', 'not', 'a', 'word', 'to', 'say,', 'it', ""doesn\\'t"", 'start', 'on', 'march', 'and', 'ends', 'on', 'may,', 'it', 'is', 'tomorrow,', 'yesterday,', 'today', 'and', 'e']"
3988,spam,"['ringtone', 'club:', 'gr8', 'new', 'polys', 'direct', 'to', 'your', 'mobile', 'every', 'week', '!']"
3989,ham,"['hello.', 'sort', 'of', 'out', 'in', 'town', 'already.', 'that', '.', 'so', 'dont', 'rush', 'home,', 'i', 'am', 'eating', 'nachos.', 'will', 'let', 'you', 'know', 'eta.']"
3990,ham,"['ok', 'lor.', 'anyway', 'i', 'thk', 'we', 'cant', 'get', 'tickets', 'now', 'cos', 'like', 'quite', 'late', 'already.', 'u', 'wan', '2', 'go', 'look', '4', 'ur', 'frens', 'a', 'not?', 'darren', 'is', 'wif', 'them', 'now...']"
3991,spam,"['(bank', 'of', 'granite', 'issues', 'strong-buy)', 'explosive', 'pick', 'for', 'our', 'members', '*****up', 'over', '300%', '***********', 'nasdaq', 'symbol', 'cdgt', 'that', 'is', 'a', '$5.00', 'per..']"
3992,ham,"['i', 'am', 'on', 'the', 'way', 'to', 'ur', 'home']"
3993,ham,"['dizzamn,', 'aight', ""i'll"", 'ask', 'my', 'suitemates', 'when', 'i', 'get', 'back']"
3994,ham,"['nimbomsons.', 'yep', 'phone', 'knows', 'that', 'one.', 'obviously,', 'cos', 'thats', 'a', 'real', 'word']"
3995,ham,"['i', 'love', 'to', 'cuddle!', 'i', 'want', 'to', 'hold', 'you', 'in', 'my', 'strong', 'arms', 'right', 'now...']"
3996,ham,"['r', 'u', 'in', 'this', 'continent?']"
3997,ham,"[""we'll"", 'you', 'pay', 'over', 'like', '&lt;#&gt;', 'yrs', 'so', 'its', 'not', 'too', 'difficult']"
3998,spam,"['bored', 'housewives!', 'chat', 'n', 'date', 'now!', 'phonenumber', 'bt-national', 'rate', 'costperperiod', 'only', 'from', 'landlines!']"
3999,spam,"['we', 'tried', 'to', 'call', 'you', 're', 'your', 'reply', 'to', 'our', 'sms', 'for', 'a', 'video', 'mobile', '750', 'mins', 'unlimited', 'text', 'marketword', 'camcorder', 'reply', 'or', 'call', 'now', 'phonenumber', 'del', 'thurs']"
4000,ham,"['k...k...when', 'will', 'you', 'give', 'treat?']"
4001,spam,"['this', 'is', 'the', '2nd', 'time', 'we', 'have', 'tried', 'to', 'contact', 'u.', 'u', 'have', 'won', 'the', '£400', 'prize.', '2', 'claim', 'is', 'easy,', 'just', 'call', 'phonenumber', 'now!', 'only', '10p', 'per', 'minute.', 'bt-national-rate']"
4002,ham,"[""he's"", 'just', 'gonna', 'worry', 'for', 'nothing.', 'and', 'he', ""won't"", 'give', 'you', 'money', 'its', 'no', 'use.']"
4003,ham,"['did', 'you', 'get', 'any', 'gift?', 'this', 'year', 'i', 'didnt', 'get', 'anything.', 'so', 'bad']"
4004,ham,"['somewhere', 'out', 'there', 'beneath', 'the', 'pale', 'moon', 'light', 'someone', 'think', 'in', 'of', 'u', 'some', 'where', 'out', 'there', 'where', 'dreams', 'come', 'true...', 'goodnite', '&amp;', 'sweet', 'dreams']"
4005,ham,"['well', ""there's"", 'a', 'pattern', 'emerging', 'of', 'my', 'friends', 'telling', 'me', 'to', 'drive', 'up', 'and', 'come', 'smoke', 'with', 'them', 'and', 'then', 'telling', 'me', 'that', ""i'm"", 'a', 'weed', 'fiend/make', 'them', 'smoke', 'too', 'much/impede', 'their', 'doing', 'other', 'things', 'so', 'you', 'see', 'how', ""i'm"", 'hesitant']"
4006,ham,"[',', 'ow', 'u', 'dey.i', 'paid', '60,400thousad.i', 'told', 'u', 'would', 'call', '.']"
4007,ham,"['im', 'fine', 'babes', 'aint', 'been', 'up', '2', 'much', 'tho!', 'saw', 'scary', 'movie', 'yest', 'its', 'quite', 'funny!', 'want', '2mrw', 'afternoon?', 'at', 'town', 'or', 'mall', 'or', 'sumthin?xx']"
4008,ham,"[""i'm"", 'reaching', 'home', 'in', '5', 'min.']"
4009,ham,"['forgot', 'you', 'were', 'working', 'today!', 'wanna', 'chat,', 'but', 'things', 'are', 'ok', 'so', 'drop', 'me', 'a', 'text', 'when', ""you're"", 'marketword', '/', 'bored', 'etc', 'and', ""i'll"", 'ring.', 'hope', 'all', 'is', 'well,', 'nose', 'essay', 'and', 'all', 'xx']"
4010,ham,"['ha...', 'then', 'we', 'must', 'walk', 'to', 'everywhere...', 'cannot', 'take', 'tram.', 'my', 'cousin', 'said', 'can', 'walk', 'to', 'vic', 'market', 'from', 'our', 'hotel']"
4011,spam,"['wan2', 'win', 'a', 'meet+greet', 'with', 'westlife', '4', 'u', 'or', 'a', 'm8?', 'they', 'are', 'currently', 'on', 'what', 'tour?', '1)unbreakable,', '2)untamed,', '3)unkempt.', 'text', '1,2', 'or', '3', 'to', '83049.', 'cost', '50p', '+std', 'text']"
4012,spam,"['please', 'call', 'our', 'customer', 'service', 'representative', 'on', 'marketword', '0808', '145', '4742', 'between', '9am-11pm', 'as', 'you', 'have', 'won', 'a', 'guaranteed', '£1000', 'cash', 'or', '£5000', 'prize!']"
4013,ham,"['discussed', 'with', 'your', 'mother', 'ah?']"
4014,ham,['ok.']
4015,ham,"['sorry,', 'i', ""can't"", 'text', '&amp;', 'drive', 'coherently,', 'see', 'you', 'in', 'twenty']"
4016,spam,"['you', 'will', 'be', 'receiving', 'this', ""week's"", 'triple', 'echo', 'ringtone', 'shortly.', 'enjoy', 'it!']"
4017,ham,"['in', 'which', 'place', 'i', 'can', 'get', 'rooms', 'cheap:-)']"
4018,ham,"['eek', ""that's"", 'a', 'lot', 'of', 'time', 'especially', 'since', 'american', 'pie', 'is', 'like', '8', 'minutes', 'long.', 'i', ""can't"", 'stop', 'singing', 'it.']"
4019,ham,"['gran', 'onlyfound', 'out', 'afew', 'days', 'ago.cusoon', 'honi']"
4020,spam,"[""u've"", 'been', 'selected', 'to', 'stay', 'in', '1', 'of', '250', 'top', 'british', 'hotels', '-', 'for', 'nothing!', 'holiday', 'valued', 'at', '£350!', 'dial', 'phonenumber', 'to', 'claim', '-', 'national', 'rate', 'call.', 'bx526,', 'sw73ss']"
4021,ham,"['university', 'of', 'southern', 'california.']"
4022,ham,"['we', 'have', 'to', 'pick', 'rayan', 'macleran', 'there.']"
4023,ham,"['u', 'gd', 'lor', 'go', 'shopping', 'i', 'got', 'stuff', 'to', 'do.', 'u', 'wan', '2', 'watch', 'infernal', 'affairs', 'a', 'not?', 'come', 'lar...']"
4024,ham,"['well.', 'balls.', 'time', 'to', 'make', 'calls']"
4025,ham,"['wat', 'time', 'ü', 'wan', 'today?']"
4026,ham,"['&lt;#&gt;', 'in', 'mca.', 'but', 'not', 'conform.']"
4027,ham,"['oh', 'ok..', ""wat's"", 'ur', 'email?']"
4028,ham,"['yes,', 'princess.', 'are', 'you', 'going', 'to', 'make', 'me', 'moan?']"
4029,ham,"['lol', 'its', 'ok', 'i', ""didn't"", 'remember', 'til', 'last', 'nite']"
4030,ham,"['[…]', 'anyway,', 'many', 'good', 'evenings', 'to', 'u!', 's']"
4031,ham,"['cool,', ""i'll"", 'text', 'you', 'in', 'a', 'few']"
4032,ham,"['sorry', 'vikky,', ""i'm"", 'watching', 'olave', 'mandara', 'movie', 'kano', 'in', 'trishul', 'theatre', 'wit', 'my', 'frnds..']"
4033,ham,"[""i'm"", 'very', 'happy', 'for', 'you', 'babe', '!', 'woo', 'hoo', 'party', 'on', 'dude!']"
4034,ham,"['i', 'am', 'taking', 'you', 'for', 'italian', 'food.', 'how', 'about', 'a', 'pretty', 'dress', 'with', 'no', 'panties?', ':)']"
4035,ham,"['wot', 'u', 'up', '2?', 'thout', 'u', 'were', 'gonna', 'call', 'me!!', 'txt', 'bak', 'luv', 'k']"
4036,spam,"['you', 'are', 'chosen', 'to', 'receive', 'a', '£350', 'award!', 'pls', 'call', 'claim', 'number', 'phonenumber', 'to', 'collect', 'your', 'award', 'which', 'you', 'are', 'selected', 'to', 'receive', 'as', 'a', 'valued', 'mobile', 'customer.']"
4037,ham,"['how', 'are', 'you', 'holding', 'up?']"
4038,ham,"['dont', 'flatter', 'yourself...', 'tell', 'that', 'man', 'of', 'mine', 'two', 'pints', 'of', 'carlin', 'in', 'ten', 'minutes', 'please....']"
4039,ham,"['hope', 'you', 'are', 'not', 'scared!']"
4040,ham,"['i', 'cant', 'pick', 'the', 'phone', 'right', 'now.', 'pls', 'send', 'a', 'message']"
4041,ham,"[""i'm"", 'at', 'home', 'n', 'ready...']"
4042,spam,"['please', 'call', 'our', 'customer', 'service', 'representative', 'on', 'marketword', '0808', '145', '4742', 'between', '9am-11pm', 'as', 'you', 'have', 'won', 'a', 'guaranteed', '£1000', 'cash', 'or', '£5000', 'prize!']"
4043,ham,"['what', 'time', 'do', 'u', 'get', 'out?']"
4044,ham,"['i', 'am', 'literally', 'in', 'bed', 'and', 'have', 'been', 'up', 'for', 'like', '&lt;#&gt;', 'hours']"
4045,ham,"['yes,', 'my', 'reg', 'is', 'ciao!']"
4046,ham,"['if', 'you', 'mean', 'the', 'website.', 'yes.']"
4047,spam,"['win', 'a', '£1000', 'cash', 'prize', 'or', 'a', 'prize', 'worth', '£5000']"
4048,spam,"['thanks', 'for', 'your', 'ringtone', 'order,', 'reference', 'number', 'x49.your', 'mobile', 'will', 'be', 'charged', '4.50.', 'should', 'your', 'tone', 'not', 'arrive', 'please', 'call', 'customer', 'services', 'phonenumber']"
4049,ham,"['lol', 'or', 'i', 'could', 'just', 'starve', 'and', 'lose', 'a', 'pound', 'by', 'the', 'end', 'of', 'the', 'day.']"
4050,ham,"['yeah', ""that's"", 'the', 'impression', 'i', 'got']"
4051,ham,"['ok', 'ok', 'take', 'care.', 'i', 'can', 'understand.']"
4052,ham,"['motivate', 'behind', 'every', 'darkness,', 'there', 'is', 'a', 'shining', 'light', 'waiting', 'for', 'you', 'to', 'find', 'it...', 'behind', 'every', 'best', 'friend,', 'there', 'is', 'always', 'trust', 'and', 'love...', 'bslvyl']"
4053,ham,"['ya', 'ok,', 'then', 'had', 'dinner?']"
4054,ham,"['i', 'was', 'slept', 'that', 'time.you', 'there?']"
4055,ham,"['dont', 'make', 'ne', 'plans', 'for', 'nxt', 'wknd', 'coz', 'she', 'wants', 'us', 'to', 'come', 'down', 'then', 'ok']"
4056,ham,"['when', 'is', 'school', 'starting.', 'where', 'will', 'you', 'stay.', ""what's"", 'the', 'weather', 'like.', 'and', 'the', 'food.', 'do', 'you', 'have', 'a', 'social', 'support', 'system', 'like', 'friends', 'in', 'the', 'school.', 'all', 'these', 'things', 'are', 'important.']"
4057,ham,"['ha', 'ha', 'nan', 'yalrigu', 'heltini..iyo', 'kothi', 'chikku,', 'u', 'shared', 'many', 'things', 'wit', 'me..so', 'far', 'i', ""didn't"", 'told', 'any', 'body', 'and', 'even', 'uttered', 'a', 'word', 'abt', 'u..', 'if', 'ur', 'trusting', 'me', 'so', 'much', 'how', 'can', 'i', 'tell', 'these', 'to', 'others..', 'plz', 'nxt', 'time', 'dont', 'use', 'those', 'words', 'to', 'me..ok,', 'chikku:-);-)b-)']"
4058,ham,"['noice.', 'text', 'me', 'when', ""you're"", 'here']"
4059,ham,"['hi', 'di', 'is', 'yijue', ""we're"", 'meeting', 'at', '7', 'pm', 'at', 'esaplanade', 'tonight.']"
